Name,Position,Team,Penalty Count,Yards,Declined,Offsetting,Total Flags,Pre-Snap,Count per Game,Yards per Game,Percent of Team,Penalty Types,Year
S.Nelson,CB,Philadelphia,5,78,0,0,5,0,0.28,4.33,4.5,"Defensive Pass Interference (3), Roughing the Passer (1), Defensive Holding (1)",2021
D.Moore,OL,Pittsburgh,4,30,1,0,5,2,0.22,1.67,4.55,"Offensive Holding (3), False Start (2)",2021
A.Key,DE,San Francisco,5,55,0,0,5,1,0.25,2.75,4.1,"Roughing the Passer (3), Illegal Use of Hands (1), Neutral Zone Infraction (1)",2021
R.Seals-Jones,TE,Washington,4,20,0,1,5,3,0.24,1.18,6.1,"False Start (3), Illegal Touch Kick (1), Taunting (1)",2021
R.Douglas,DB,Green Bay,4,50,0,1,5,0,0.22,2.78,6.76,"Defensive Pass Interference (3), Unnecessary Roughness (1), Defensive Holding (1)",2021
F.Cox,DL,Philadelphia,4,19,0,0,4,3,0.22,1.06,3.6,"Neutral Zone Infraction (2), Illegal Use of Hands (1), Encroachment (1)",2021
K.Allen,WR,LA Chargers,4,40,0,0,4,1,0.24,2.35,3.45,"Offensive Pass Interference (2), False Start (1), Taunting (1)",2021
W.Gholston,DL,Tampa Bay,4,21,0,0,4,2,0.21,1.11,3.81,"Roughing the Passer (2), Encroachment (1), Neutral Zone Infraction (1)",2021
T.Lewan,OL,Tennessee,4,30,0,0,4,2,0.22,1.67,3.81,"False Start (2), Offensive Holding (1), Illegal Use of Hands (1)",2021
J.Bitonio,OL,Cleveland,4,25,0,0,4,3,0.24,1.47,3.57,"False Start (3), Offensive Holding (1)",2021
J.Tartt,DB,San Francisco,4,80,0,0,4,0,0.2,4,3.28,"Defensive Pass Interference (2), Unnecessary Roughness (1), Face Mask (15 Yards) (1)",2021
S.Mason,OL,New England,4,40,0,0,4,0,0.22,2.22,4,"Offensive Holding (2), Ineligible Downfield Pass (1), Illegal Blindside Block (1)",2021
A.Armstead,DL,San Francisco,4,40,0,0,4,2,0.2,2,3.28,"Face Mask (15 Yards) (1), Roughing the Passer (1), Encroachment (1), Neutral Zone Infraction (1)",2021
T.Young,CB,Baltimore,4,58,0,0,4,0,0.24,3.41,3.92,"Defensive Pass Interference (3), Unnecessary Roughness (1)",2021
D.Robinson,WR,Kansas City,4,40,0,0,4,0,0.2,2,3.42,"Offensive Holding (3), Offensive Pass Interference (1)",2021
I.Seumalo,OL,Philadelphia,4,25,0,0,4,3,0.22,1.39,3.6,"False Start (3), Offensive Holding (1)",2021
R.Gregory,DE,Dallas,4,28,0,0,4,2,0.22,1.56,2.84,"Unnecessary Roughness (2), Defensive Offside (1), Neutral Zone Infraction (1)",2021
D.Njoku,TE,Cleveland,4,35,0,0,4,1,0.24,2.06,3.57,"Offensive Holding (3), Illegal Motion (1)",2021
G.Kittle,TE,San Francisco,4,20,0,0,4,4,0.2,1,3.28,False Start (4),2021
C.Robinson,OL,Jacksonville,4,20,0,0,4,4,0.24,1.18,3.85,False Start (4),2021
D.Wise,DL,New England,4,46,0,0,4,1,0.22,2.56,4,"Unnecessary Roughness (1), Roughing the Passer (1), Defensive Offside (1), Horse Collar Tackle (1)",2021
J.Tretter,C,Cleveland,4,40,0,0,4,0,0.24,2.35,3.57,Offensive Holding (4),2021
C.Jones,LB,Arizona,4,60,0,0,4,0,0.22,3.33,3.31,"Roughing the Passer (3), Unnecessary Roughness (1)",2021
J.Akins,TE,Houston,4,48,0,0,4,0,0.24,2.82,3.51,"Offensive Holding (2), Chop Block (1), Taunting (1)",2021
T.Moton,OL,Carolina,4,30,0,0,4,2,0.24,1.76,3.74,"False Start (2), Offensive Holding (2)",2021
A.Hitchens,LB,Kansas City,4,48,0,0,4,0,0.2,2.4,3.42,"Defensive Pass Interference (2), Unnecessary Roughness (1), Illegal Blindside Block (1)",2021
A.Adams,DB,Tampa Bay,4,41,0,0,4,0,0.21,2.16,3.81,"Offensive Holding (2), Defensive Pass Interference (1), Defensive Holding (1)",2021
D.Cruikshank,DB,Tennessee,4,58,0,0,4,1,0.22,3.22,3.81,"Defensive Pass Interference (1), Defensive Offside (1), Defensive Holding (1), Player Out of Bounds on Kick (1)",2021
P.Mahomes,QB,Kansas City,4,38,0,0,4,1,0.2,1.9,3.42,"Intentional Grounding (2), False Start (1), Illegal Forward Pass (1)",2021
Z.Pascal,WR,Indianapolis,4,45,0,0,4,0,0.24,2.65,5.26,"Offensive Holding (3), Taunting (1)",2021
A.Wylie,OL,Kansas City,4,30,0,0,4,2,0.2,1.5,3.42,"False Start (2), Offensive Holding (2)",2021
R.Smith,LB,Chicago,4,34,0,0,4,1,0.24,2,3.77,"Defensive Pass Interference (2), Unnecessary Roughness (1), Defensive Offside (1)",2021
B.Allen,OL,LA Rams,4,28,0,0,4,2,0.19,1.33,4.44,"False Start (2), Offensive Holding (2)",2021
A.Woods,DL,Seattle,4,30,0,0,4,2,0.24,1.76,4.12,"Unnecessary Roughness (1), Defensive Offside (1), Encroachment (1), Defensive Holding (1)",2021
L.Johnson,DB,Houston,4,32,0,0,4,0,0.24,1.88,3.51,"Unnecessary Roughness (2), Defensive Pass Interference (1), Defensive Holding (1)",2021
T.Conklin,TE,Minnesota,4,32,0,0,4,1,0.24,1.88,3.6,"Offensive Holding (3), False Start (1)",2021
R.Griffin,TE,N.Y. Jets,4,35,0,0,4,1,0.24,2.06,3.92,"False Start (1), Offensive Pass Interference (1), Offensive Holding (1), Illegal Block Above the Waist (1)",2021
F.Moreau,TE,Las Vegas,4,35,0,0,4,1,0.22,1.94,3.05,"Offensive Holding (2), False Start (1), Offensive Pass Interference (1)",2021
L.Williams,DL,N.Y. Giants,4,30,0,0,4,2,0.24,1.76,4.55,"Defensive Offside (2), Unnecessary Roughness (1), Illegal Use of Hands (1)",2021
J.Pierre-Paul,LB,Tampa Bay,4,20,0,0,4,4,0.21,1.05,3.81,"Defensive Offside (3), Neutral Zone Infraction (1)",2021
A.Van Ginkel,LB,Miami,4,28,0,0,4,2,0.24,1.65,3.81,"Defensive Pass Interference (1), Roughing the Passer (1), Defensive Offside (1), Illegal Formation (1)",2021
C.Mosley,LB,N.Y. Jets,4,23,0,0,4,1,0.24,1.35,3.92,"Unnecessary Roughness (1), Defensive Pass Interference (1), Face Mask (15 Yards) (1), Encroachment (1)",2021
J.Williams,OL,Cincinnati,4,30,0,0,4,2,0.19,1.43,4.3,"False Start (2), Offensive Holding (2)",2021
N.Scott,DB,LA Rams,4,29,0,0,4,1,0.19,1.38,4.44,"Offensive Holding (2), Illegal Block Above the Waist (1), Defensive Offside (1)",2021
D.Lewis,OL,Seattle,4,34,0,0,4,1,0.24,2,4.12,"Offensive Holding (3), False Start (1)",2021
B.Jones,DB,Miami,4,55,0,0,4,0,0.24,3.24,3.81,"Unnecessary Roughness (1), Offensive Holding (1), Roughing the Passer (1), Roughing the Kicker (1)",2021
J.Wills,OL,Cleveland,4,24,0,0,4,3,0.24,1.41,3.57,"False Start (3), Offensive Holding (1)",2021
C.Kmet,TE,Chicago,4,30,0,0,4,2,0.24,1.76,3.77,"False Start (2), Offensive Pass Interference (1), Offensive Holding (1)",2021
R.Gronkowski,TE,Tampa Bay,4,30,0,0,4,2,0.21,1.58,3.81,"False Start (2), Offensive Pass Interference (1), Offensive Holding (1)",2021
R.Blacklock,DT,Houston,4,22,0,0,4,3,0.24,1.29,3.51,"Defensive Offside (3), Leverage (1)",2021
A.Trautman,TE,New Orleans,4,30,0,0,4,2,0.24,1.76,4.04,"False Start (2), Offensive Holding (2)",2021
E.Murray,DB,Houston,4,71,0,0,4,0,0.24,4.18,3.51,"Defensive Pass Interference (2), Face Mask (15 Yards) (1), Illegal Contact (1)",2021
M.Edwards,DE,Chicago,4,57,0,0,4,0,0.24,3.35,3.77,"Unnecessary Roughness (2), Roughing the Passer (1), Unsportsmanlike Conduct (1)",2021
J.Hargrave,DL,Philadelphia,4,25,0,0,4,1,0.22,1.39,3.6,"Roughing the Passer (1), Unsportsmanlike Conduct (1), Encroachment (1), Defensive Holding (1)",2021
A.Terrell,DB,Atlanta,4,69,0,0,4,0,0.24,4.06,4.3,"Defensive Pass Interference (3), Illegal Contact (1)",2021
J.Elliott,DL,Cleveland,4,40,0,0,4,1,0.24,2.35,3.57,"Unnecessary Roughness (1), Face Mask (15 Yards) (1), Defensive Offside (1), Defensive Holding (1)",2021
A.Okwuegbunam,TE,Denver,4,34,0,0,4,1,0.24,2,4.82,"False Start (1), Offensive Pass Interference (1), Offensive Holding (1), Illegal Block Above the Waist (1)",2021
L.Niang,OL,Kansas City,4,30,0,0,4,2,0.2,1.5,3.42,"False Start (1), Offensive Holding (1), Illegal Use of Hands (1), Illegal Formation (1)",2021
K.Murray,LB,LA Chargers,4,35,0,0,4,2,0.24,2.06,3.45,"Defensive Offside (2), Defensive Pass Interference (1), Defensive Holding (1)",2021
T.Lewis,LB,LA Rams,4,30,0,0,4,3,0.19,1.43,4.44,"Defensive Offside (2), Unnecessary Roughness (1), Neutral Zone Infraction (1)",2021
C.Throckmorton,OL,New Orleans,4,20,0,0,4,4,0.24,1.18,4.04,False Start (4),2021
J.Pierre,DB,Pittsburgh,4,24,0,0,4,0,0.22,1.33,3.64,"Defensive Pass Interference (1), Illegal Contact (1), Illegal Block Above the Waist (1), Low Block (1)",2021
A.Highsmith,LB,Pittsburgh,4,30,0,0,4,3,0.22,1.67,3.64,"Neutral Zone Infraction (2), Roughing the Passer (1), Defensive Offside (1)",2021
D.Taylor,LB,Seattle,4,30,0,0,4,2,0.24,1.76,4.12,"Roughing the Passer (1), Illegal Formation (1), Neutral Zone Infraction (1), Ineligible Downfield Kick (1)",2021
W.Schweitzer,OL,Washington,4,19,0,0,4,1,0.24,1.12,4.88,"Offensive Holding (2), False Start (1), Ineligible Downfield Pass (1)",2021
S.Charles,OL,Washington,4,25,0,0,4,3,0.24,1.47,4.88,"False Start (3), Illegal Blindside Block (1)",2021
Q.Spain,G,Cincinnati,4,35,0,0,4,0,0.19,1.67,4.3,Offensive Holding (4),2021
J.Leglue,OL,Pittsburgh,4,25,0,0,4,2,0.22,1.39,3.64,"False Start (2), Illegal Block Above the Waist (1), Ineligible Downfield Pass (1)",2021
S.Harlow,OL,Arizona,4,40,0,0,4,0,0.22,2.22,3.31,Offensive Holding (4),2021
L.Smith,TE,Atlanta,4,28,0,0,4,2,0.24,1.65,4.3,"Offensive Holding (2), False Start (1), Illegal Formation (1)",2021
O.Oweh,LB,Baltimore,4,20,0,0,4,2,0.24,1.18,3.92,"Roughing the Passer (2), Defensive Offside (1), Neutral Zone Infraction (1)",2021
T.Hendrickson,DL,Cincinnati,4,30,0,0,4,2,0.19,1.43,4.3,"Defensive Offside (2), Roughing the Passer (1), Illegal Use of Hands (1)",2021
C.Harris,DL,Detroit,4,46,0,0,4,0,0.24,2.71,3.81,"Roughing the Passer (3), Unsportsmanlike Conduct (1)",2021
N.Hobbs,DB,Las Vegas,4,48,0,0,4,1,0.22,2.67,3.05,"Defensive Pass Interference (2), Roughing the Passer (1), Neutral Zone Infraction (1)",2021
J.Phillips,LB,Miami,4,42,0,0,4,1,0.24,2.47,3.81,"Face Mask (15 Yards) (2), Unnecessary Roughness (1), Neutral Zone Infraction (1)",2021
X.Woods,DB,Minnesota,4,86,0,0,4,0,0.24,5.06,3.6,"Unnecessary Roughness (2), Defensive Pass Interference (1), Horse Collar Tackle (1)",2021
M.Skura,C,N.Y. Giants,4,30,0,0,4,2,0.24,1.76,4.55,"False Start (2), Offensive Holding (2)",2021
B.Price,OL,N.Y. Giants,4,25,0,0,4,2,0.24,1.47,4.55,"False Start (2), Offensive Holding (1), Ineligible Downfield Pass (1)",2021
T.Turner,G,Pittsburgh,4,20,0,0,4,4,0.22,1.11,3.64,False Start (4),2021
D.Lenoir,DB,San Francisco,4,51,0,0,4,0,0.2,2.55,3.28,"Defensive Pass Interference (3), Offensive Holding (1)",2021
L.Dickerson,OL,Philadelphia,13,89,1,0,14,4,0.65,4.45,12.84,"Offensive Holding (7), False Start (4), Ineligible Downfield Pass (3)",2022
T.Brown,OL,New England,9,60,2,2,13,5,0.53,3.53,12.5,"Offensive Holding (6), False Start (5), Tripping (1), Ineligible Downfield Pass (1)",2022
I.Ekwonu,OL,Carolina,10,71,2,1,13,4,0.59,4.18,12.5,"Offensive Holding (7), False Start (4), Illegal Block Above the Waist (1), Ineligible Downfield Pass (1)",2022
Tyl.Smith,OL,Dallas,9,70,4,0,13,4,0.47,3.68,10.92,"Offensive Holding (9), False Start (4)",2022
D.Smith,OL,Tampa Bay,12,100,0,0,12,4,0.67,5.56,11.65,"Offensive Holding (7), False Start (4), Illegal Use of Hands (1)",2022
K.Dotson,OL,Pittsburgh,11,75,1,0,12,4,0.65,4.41,12.77,"False Start (4), Offensive Holding (4), Ineligible Downfield Pass (3), Unnecessary Roughness (1)",2022
K.Green,OL,Houston,7,64,5,0,12,2,0.41,3.76,13.64,"Offensive Holding (8), False Start (2), Unnecessary Roughness (1), Ineligible Downfield Pass (1)",2022
D.Dawkins,OL,Buffalo,8,55,2,1,11,4,0.44,3.06,10.78,"Offensive Holding (5), False Start (3), Illegal Shift (1), Ineligible Downfield Pass (1), Face Mask (1)",2022
B.Smith,OL,Indianapolis,8,55,3,0,11,5,0.47,3.24,12.36,"False Start (4), Offensive Holding (3), Ineligible Downfield Pass (2), Illegal Use of Hands (1), Illegal Formation (1)",2022
A.Oruwariye,DB,Detroit,7,48,4,0,11,2,0.41,2.82,12.22,"Illegal Contact (4), Defensive Pass Interference (2), Defensive Offside (2), Defensive Holding (2), Offensive Holding (1)",2022
R.Hunt,OL,Miami,9,65,2,0,11,4,0.5,3.61,9.32,"False Start (4), Offensive Holding (4), Ineligible Downfield Pass (3)",2022
J.Brendel,OL,San Francisco,9,65,2,0,11,4,0.45,3.25,9.91,"False Start (4), Offensive Holding (4), Ineligible Downfield Pass (3)",2022
B.Christensen,OL,Carolina,9,70,2,0,11,3,0.53,4.12,10.58,"Offensive Holding (5), False Start (2), Ineligible Downfield Pass (2), Illegal Use of Hands (1), Illegal Formation (1)",2022
J.Eluemunor,OL,Las Vegas,11,78,0,0,11,6,0.65,4.59,9.73,"False Start (6), Offensive Holding (2), Illegal Block Above the Waist (1), Ineligible Downfield Pass (1), Chop Block (1)",2022
M.McGlinchey,OL,San Francisco,8,55,2,0,10,2,0.4,2.75,9.01,"Offensive Holding (6), False Start (2), Ineligible Downfield Pass (2)",2022
L.Tunsil,OL,Houston,10,65,0,0,10,7,0.59,3.82,11.36,"False Start (7), Offensive Holding (3)",2022
Y.Nijman,OL,Green Bay,6,49,4,0,10,2,0.35,2.88,11.24,"Offensive Holding (5), False Start (2), Illegal Use of Hands (1), Illegal Blindside Block (1), Face Mask (1)",2022
J.Wills,OL,Cleveland,8,65,1,1,10,2,0.47,3.82,9.8,"Offensive Holding (7), False Start (2), Unsportsmanlike Conduct (1)",2022
J.Conklin,OL,Cleveland,6,44,4,0,10,3,0.35,2.59,9.8,"Offensive Holding (4), Illegal Formation (3), Tripping (1), Illegal Touch Pass (1), Ineligible Downfield Pass (1)",2022
P.Adebo,DB,New Orleans,7,73,1,2,10,0,0.41,4.29,10.1,"Defensive Holding (6), Defensive Pass Interference (4)",2022
D.Moore,OL,Pittsburgh,9,65,1,0,10,5,0.53,3.82,10.64,"Offensive Holding (5), False Start (4), Illegal Formation (1)",2022
R.Saffold,OL,Buffalo,7,47,3,0,10,4,0.39,2.61,9.8,"Offensive Holding (6), False Start (4)",2022
B.Jones,OL,Chicago,8,55,2,0,10,5,0.47,3.24,12.5,"False Start (5), Offensive Holding (5)",2022
R.McCreary,DB,Tennessee,5,69,3,2,10,0,0.29,4.06,9.01,"Defensive Pass Interference (4), Defensive Holding (3), Illegal Contact (2), Illegal Use of Hands (1)",2022
Jo.Jones,DB,New England,7,89,1,1,9,0,0.41,5.24,8.65,"Defensive Holding (3), Illegal Contact (2), Face Mask (2), Defensive Pass Interference (1), Offensive Holding (1)",2022
N.Bosa,DL,San Francisco,5,65,3,1,9,4,0.25,3.25,8.11,"Roughing the Passer (4), Defensive Offside (4), Illegal Use of Hands (1)",2022
I.Wynn,OL,New England,8,59,1,0,9,4,0.47,3.47,8.65,"Offensive Holding (5), False Start (3), Illegal Formation (1)",2022
D.Holmes,DB,N.Y. Giants,7,37,2,0,9,0,0.37,1.95,7.5,"Defensive Holding (6), Defensive Pass Interference (2), Illegal Contact (1)",2022
P.Sewell,OL,Detroit,8,60,1,0,9,4,0.47,3.53,10,"False Start (4), Offensive Holding (4), Illegal Block Above the Waist (1)",2022
D.King,DB,Houston,8,37,1,0,9,0,0.47,2.18,10.23,"Defensive Holding (5), Illegal Contact (2), Defensive Pass Interference (1), Illegal Block Above the Waist (1)",2022
M.Moses,OL,Baltimore,8,55,1,0,9,4,0.44,3.06,10.34,"False Start (4), Offensive Holding (2), Ineligible Downfield Pass (2), Face Mask (1)",2022
L.Collins,OL,Cincinnati,7,54,1,1,9,2,0.37,2.84,9.09,"Offensive Holding (6), False Start (2), Ineligible Downfield Pass (1)",2022
T.Woolen,DB,Seattle,7,87,1,1,9,2,0.39,4.83,7.83,"Defensive Holding (3), Defensive Pass Interference (2), Defensive Offside (2), Illegal Use of Hands (1), Face Mask (1)",2022
N.Petit-Frere,OL,Tennessee,8,45,1,0,9,5,0.47,2.65,8.11,"False Start (5), Ineligible Downfield Pass (2), Offensive Holding (1), Illegal Block Above the Waist (1)",2022
R.Havenstein,OL,LA Rams,5,35,3,0,8,3,0.29,2.06,10.13,"Offensive Holding (4), False Start (3), Ineligible Downfield Pass (1)",2022
Z.Franklin,LB,Indianapolis,6,81,1,1,8,0,0.35,4.76,8.99,"Defensive Holding (3), Defensive Pass Interference (3), Unnecessary Roughness (1), Illegal Blindside Block (1)",2022
D.Ward,DB,Cleveland,5,63,2,1,8,1,0.29,3.71,7.84,"Defensive Pass Interference (3), Defensive Holding (3), Defensive Offside (1), Face Mask (1)",2022
A.Wylie,OL,Kansas City,5,36,1,2,8,0,0.25,1.8,8.16,"Offensive Holding (4), Ineligible Downfield Pass (3), Illegal Use of Hands (1)",2022
D.Metcalf,WR,Seattle,7,80,0,1,8,0,0.39,4.44,6.96,"Offensive Pass Interference (4), Unsportsmanlike Conduct (2), Offensive Holding (1), Taunting (1)",2022
T.Howard,OL,Houston,5,25,3,0,8,5,0.29,1.47,9.09,"False Start (5), Offensive Holding (2), Ineligible Downfield Pass (1)",2022
J.Ramsey,DB,LA Rams,7,59,1,0,8,0,0.41,3.47,10.13,"Defensive Pass Interference (3), Unnecessary Roughness (2), Illegal Contact (2), Offensive Holding (1)",2022
G.Fant,OL,N.Y. Jets,8,64,0,0,8,3,0.47,3.76,8.79,"Offensive Holding (4), False Start (3), Illegal Block Above the Waist (1)",2022
T.Williams,OL,San Francisco,6,28,2,0,8,5,0.3,1.4,7.21,"False Start (4), Offensive Holding (3), Illegal Formation (1)",2022
G.Glasgow,OL,Denver,7,51,0,1,8,3,0.41,3,7.08,"Offensive Holding (4), False Start (3), Ineligible Downfield Pass (1)",2022
A.Brewer,OL,Tennessee,6,50,2,0,8,2,0.35,2.94,7.21,"Offensive Holding (6), False Start (2)",2022
J.Watt,DL,Arizona,8,40,0,0,8,8,0.47,2.35,6.78,"Neutral Zone Infraction (6), Encroachment (1), Defensive Delay of Game (1)",2022
D.Dalman,OL,Atlanta,6,60,2,0,8,0,0.35,3.53,11.76,"Offensive Holding (6), Illegal Block Above the Waist (1), Ineligible Downfield Pass (1)",2022
K.Joseph,DB,Dallas,8,94,0,0,8,0,0.42,4.95,6.72,"Fair Catch Interference (2), Unnecessary Roughness (1), Defensive Pass Interference (1), Offensive Holding (1), Illegal Block Above the Waist (1), Illegal Blindside Block (1), Face Mask (1)",2022
R.Douglas,DB,Green Bay,8,47,0,0,8,0,0.47,2.76,8.99,"Defensive Holding (4), Unnecessary Roughness (2), Illegal Use of Hands (2)",2022
B.Raimann,OL,Indianapolis,7,55,1,0,8,2,0.41,3.24,8.99,"Offensive Holding (5), False Start (2), Ineligible Downfield Pass (1)",2022
K.Kohou,DB,Miami,7,85,1,0,8,0,0.39,4.72,6.78,"Defensive Pass Interference (4), Defensive Holding (4)",2022
U.Nwosu,LB,Seattle,7,51,1,0,8,6,0.39,2.83,6.96,"Defensive Offside (5), Unnecessary Roughness (2), Neutral Zone Infraction (1)",2022
C.Ward,DB,San Francisco,4,21,2,2,8,0,0.2,1.05,7.21,"Defensive Holding (4), Defensive Pass Interference (2), Illegal Contact (2)",2022
R.Wildgoose,DB,Washington,7,113,1,0,8,1,0.41,6.65,8.42,"Defensive Pass Interference (4), Offensive Holding (2), Unnecessary Roughness (1), Defensive Offside (1)",2022
B.Price,OL,Arizona,8,44,0,0,8,6,0.47,2.59,6.78,"False Start (6), Offensive Holding (1), Ineligible Downfield Pass (1)",2022
J.Kelce,OL,Philadelphia,6,41,1,0,7,2,0.3,2.05,6.42,"Offensive Holding (3), False Start (2), Ineligible Downfield Pass (2)",2022
X.Howard,DB,Miami,6,29,0,1,7,1,0.33,1.61,5.93,"Defensive Holding (3), Unnecessary Roughness (1), Defensive Pass Interference (1), Illegal Contact (1), Defensive Offside (1)",2022
C.Robinson,OL,Jacksonville,7,50,0,0,7,3,0.37,2.63,7.14,"False Start (3), Offensive Holding (3), Ineligible Downfield Pass (1)",2022
J.Taylor,OL,Jacksonville,6,35,1,0,7,3,0.32,1.84,7.14,"False Start (3), Offensive Holding (2), Ineligible Downfield Pass (2)",2022
B.Burns,LB,Carolina,4,26,3,0,7,6,0.24,1.53,6.73,"Defensive Offside (5), Roughing the Passer (1), Neutral Zone Infraction (1)",2022
J.Mailata,OL,Philadelphia,6,40,1,0,7,3,0.3,2,6.42,"False Start (3), Offensive Holding (3), Ineligible Downfield Pass (1)",2022
D.Jones,DL,Denver,7,55,0,0,7,3,0.41,3.24,6.19,"Neutral Zone Infraction (2), Face Mask (2), Illegal Use of Hands (1), Defensive Offside (1), Unsportsmanlike Conduct (1)",2022
K.Beachum,OL,Arizona,6,30,1,0,7,5,0.35,1.76,5.93,"False Start (4), Offensive Holding (1), Illegal Formation (1), Ineligible Downfield Pass (1)",2022
J.Jones,OL,Arizona,7,50,0,0,7,3,0.41,2.94,5.93,"Offensive Holding (3), False Start (2), Illegal Formation (1), Ineligible Downfield Pass (1)",2022
J.Jacobs,DB,Detroit,6,101,1,0,7,0,0.35,5.94,7.78,"Defensive Pass Interference (4), Defensive Holding (2), Illegal Contact (1)",2022
P.Peterson,DB,Minnesota,6,62,1,0,7,2,0.33,3.44,7.61,"Defensive Pass Interference (3), Defensive Offside (2), Illegal Contact (1), Horse Collar Tackle (1)",2022
B.Stephens,DB,Baltimore,5,70,2,0,7,0,0.28,3.89,8.05,"Defensive Holding (3), Defensive Pass Interference (1), Roughing the Passer (1), Illegal Contact (1), Running Into the Kicker (1)",2022
B.Browning,LB,Denver,6,27,1,0,7,7,0.35,1.59,6.19,"Defensive Offside (4), Neutral Zone Infraction (2), Encroachment (1)",2022
K.Gordon,DB,Chicago,7,131,0,0,7,0,0.41,7.71,8.75,"Defensive Pass Interference (3), Unnecessary Roughness (1), Roughing the Passer (1), Illegal Contact (1), Defensive Holding (1)",2022
D.Mathis,DB,Denver,7,101,0,0,7,0,0.41,5.94,6.19,"Defensive Pass Interference (4), Illegal Contact (2), Illegal Block Above the Waist (1)",2022
T.Walker,LB,Jacksonville,5,46,1,1,7,5,0.26,2.42,7.14,"Defensive Offside (3), Neutral Zone Infraction (2), Unnecessary Roughness (1), Roughing the Passer (1)",2022
M.Hollins,WR,Las Vegas,7,54,0,0,7,2,0.41,3.18,6.19,"Illegal Block Above the Waist (2), False Start (1), Offensive Pass Interference (1), Offensive Holding (1), Illegal Formation (1), Low Block (1)",2022
C.Cross,OL,Seattle,7,50,0,0,7,4,0.39,2.78,6.09,"False Start (4), Offensive Holding (3)",2022
A.Lucas,OL,Seattle,7,46,0,0,7,4,0.39,2.56,6.09,"False Start (4), Offensive Holding (2), Ineligible Downfield Pass (1)",2022
D.Daley,OL,Tennessee,5,30,1,1,7,4,0.29,1.76,6.31,"False Start (4), Offensive Holding (2), Ineligible Downfield Pass (1)",2022
T.Nsekhe,OL,LA Rams,6,40,0,1,7,4,0.35,2.35,8.86,"False Start (4), Offensive Holding (2), Illegal Use of Hands (1)",2022
T.Decker,OL,Detroit,6,40,0,0,6,4,0.35,2.35,6.67,"False Start (4), Offensive Holding (2)",2022
G.Bolles,OL,Denver,5,40,1,0,6,3,0.29,2.35,5.31,"Offensive Holding (3), False Start (2), Illegal Formation (1)",2022
T.Moton,OL,Carolina,4,19,2,0,6,4,0.24,1.12,5.77,"False Start (3), Offensive Holding (1), Illegal Formation (1), Ineligible Downfield Pass (1)",2022
K.Miller,OL,Las Vegas,5,30,1,0,6,4,0.29,1.76,5.31,"False Start (4), Tripping (1), Ineligible Downfield Pass (1)",2022
