Rank,Name,Team,Position,Games Played,Solo Tackles,Assist Tackles,Total Tackles,Sacks,Sack Yards,Tackles for Loss,Passes Defended,Interceptions,Interception Yards,Long Interception,Interception Touchdowns,Forced Fumbles,Fumbles Recovered,Fumble Touchdowns,Year
1242,Travis Kelce,KC,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Robert Woods,LAR,WR,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Latavius Murray,BAL,RB,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Akeem Spence,WSH,DT,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Will Compton,LV,LB,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Brandon McManus,DEN,PK,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Carson Tinker,LV,LS,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,LaRoy Reynolds,NYJ,LB,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Jake Matthews,ATL,OT,17,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0,2021
1242,Brandin Cooks,HOU,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Justin Britt,HOU,C,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Lamarcus Joyner,NYJ,S,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Trai Turner,PIT,G,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Jarvis Landry,CLE,WR,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Davante Adams,GB,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Matt Paradis,CAR,C,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Pat O'Donnell,CHI,P,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Corey Linsley,LAC,C,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Devonta Freeman,BAL,RB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Cornelius Lucas,WSH,OT,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Ethan Westbrooks,NO,DT,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Matt Feiler,LAC,G,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Cameron Brate,TB,TE,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Tyler Johnson,TB,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,James O'Shaughnessy,JAX,TE,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,David Johnson,HOU,RB,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Xavier Williams,HOU,DT,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Brandon Scherff,WSH,G,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Quinton Spain,CIN,G,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Rob Havenstein,LAR,OT,15,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0,2021
1242,Greg Mancz,MIA,C,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Taylor Heinicke,WSH,QB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,J.D. McKissic,WSH,RB,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Joe Haeg,PIT,OT,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Robbie Chosen,CAR,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Joe Cardona,NE,LS,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Graham Glasgow,DEN,G,7,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Justin Murray,ARI,OT,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Jamison Crowder,NYJ,WR,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Darren Waller,LV,TE,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,La'el Collins,DAL,OT,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Tyler Lockett,SEA,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Cody Whitehair,CHI,G,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Dak Prescott,DAL,QB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Riley Dixon,NYG,P,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,T.Y. McGill,MIN,DT,2,0,1,1,0.0,0,0,1,0,0,0,0,0,0,0,2021
1242,Chris Conley,HOU,WR,16,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Jameis Winston,NO,QB,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Maxx Williams,ARI,TE,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Pharaoh Brown,HOU,TE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Halapoulivaati Vaitai,DET,G,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Nelson Agholor,NE,WR,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Chase Hansen,NO,LB,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Marcus Johnson,TEN,WR,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Storm Norton,LAC,OT,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Taylor Moton,CAR,OT,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Pat Elflein,CAR,C,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Reid Ferguson,BUF,LS,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Mark Glowinski,IND,G,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Cooper Kupp,LAR,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Alex Erickson,CAR,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Jack Conklin,CLE,OT,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Jesse James,CHI,TE,14,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0,2021
1242,Colin Thompson,CAR,TE,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Scott Daly,DET,LS,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,KeiVarae Russell,NO,CB,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Tajae Sharpe,ATL,WR,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Blake Jarwin,DAL,TE,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Mike Davis,ATL,RB,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Nick Thurman,ATL,DT,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Justin Lawler,LAR,LB,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Ike Boettger,BUF,G,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Parry Nickerson,MIN,CB,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Frank Herron,CAR,DE,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Za'Darius Smith,GB,DE,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Zane Gonzalez,CAR,PK,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Tyler Boyd,CIN,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,James Conner,ARI,RB,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Julien Davenport,IND,OT,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Anthony Firkser,TEN,TE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,2021
1242,PJ Walker,CAR,QB,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Dion Dawkins,BUF,OT,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Ezekiel Elliott,DAL,RB,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Billy Price,NYG,C,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Andrew Billings,CLE,DT,6,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Evan Engram,NYG,TE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Jordan Wilkins,IND,RB,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Johnny Mundt,LAR,TE,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Trent Sieg,LV,LS,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Mike McGlinchey,SF,OT,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Alvin Kamara,NO,RB,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Torry McTyer,WSH,CB,4,1,0,1,0.0,0,0,2,0,0,0,0,0,0,0,2021
1242,Jordan Howard,PHI,RB,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Daniel Helm,LV,TE,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Leonard Fournette,TB,RB,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Russell Gage,ATL,WR,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Brandon Rusnak,JAX,CB,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Rodney Smith,CAR,RB,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Chris Godwin,TB,WR,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Joe Mixon,CIN,RB,16,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Yodny Cajuste,NE,OT,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Garrett Bradbury,MIN,C,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Andrew Brown,LAC,DT,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Christian McCaffrey,CAR,RB,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Dalton Schultz,DAL,TE,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Nate Davis,TEN,G,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Ross Dwelley,SF,TE,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Daurice Fountain,KC,WR,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Curtis Samuel,WSH,WR,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Darius Harris,KC,LB,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Jeff Wilson Jr.,SF,RB,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,KC McDermott,JAX,OT,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Trent Scott,CAR,OT,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Emmanuel Ellerbee,ATL,LB,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Brian O'Neill,MIN,OT,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Isaiah Ford,MIA,WR,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Andrew Beck,DEN,FB,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Brian Hill,SF,RB,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Cody Thompson,SEA,WR,5,0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,2021
1242,Deebo Samuel Sr.,SF,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Will Dissly,SEA,TE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Dante Pettis,NYG,WR,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Tristan Vizcaino,LAC,PK,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Jeremy McNichols,TEN,RB,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Wes Martin,NYG,G,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Willie Harvey Jr.,CLE,LB,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Jordan Akins,HOU,TE,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Isaiah Wynn,NE,OT,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Nick Chubb,CLE,RB,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Sony Michel,LAR,RB,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Isaiah McKenzie,BUF,WR,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Kalen Ballage,PIT,RB,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Renell Wren,CIN,DT,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Sam Mustipher,CHI,C,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Quenton Nelson,IND,G,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Edmond Robinson,SEA,LB,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Patrick Mahomes,KC,QB,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,D'Ernest Johnson,CLE,RB,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Chris Lindstrom,ATL,G,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,AJ Cole,LV,P,17,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0,2021
1242,Kendall Hinton,DEN,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Cody Ford,BUF,G,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Patrick Mekari,BAL,G,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Jauan Jennings,SF,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Benning Potoa'e,TB,DT,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Dede Westbrook,MIN,WR,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Nick Ralston,DAL,FB,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,James Daniels,CHI,G,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Adam Trautman,NO,TE,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Gavin Heslop,SEA,CB,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Josiah Deguara,GB,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Terence Steele,DAL,OT,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Lamar Jackson,BAL,QB,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Geron Christian,HOU,OT,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Sterling Hofrichter,TB,P,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Sam Beal,NYG,CB,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Tyler Bass,BUF,PK,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,David Edwards,LAR,G,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Alex Bachman,NYG,WR,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Auden Tate,CIN,WR,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Sutton Smith,LV,FB,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Drew Lock,DEN,QB,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Hayden Hurst,ATL,TE,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Derrick Gore,KC,RB,11,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Calvin Ridley,ATL,WR,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Jeff Smith,NYJ,WR,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Juwan Johnson,NO,TE,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Adam Prentice,NO,FB,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Zach Gentry,PIT,TE,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Van Jefferson,LAR,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Zayne Anderson,KC,S,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Diontae Johnson,PIT,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Darryl Johnson,CAR,DE,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,C.J. Ham,MIN,FB,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Spencer Brown,BUF,OT,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Kiondre Thomas,LAC,CB,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Jordan Smith,JAX,DE,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Trystan Colon,BAL,C,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Nigel Warrior,SEA,CB,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Marquiss Spencer,DEN,DE,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Grayland Arnold,HOU,S,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Saivion Smith,DET,CB,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,David Montgomery,CHI,RB,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Steven Wirtel,GB,LS,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Landen Akers,LAR,WR,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Zack Moss,BUF,RB,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Dez Fitzpatrick,TEN,WR,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Maurice Ffrench,LAC,WR,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Barrington Wade,DEN,LB,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Sean McKeon,DAL,TE,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Cedrick Wilson Jr.,DAL,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Byron Pringle,KC,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,2021
1242,Keith Ismael,WSH,C,10,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Cole Christiansen,LAC,LB,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Essang Bassey,LAC,CB,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Greg Dortch,ARI,WR,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Amani Bledsoe,TEN,DE,5,1,0,1,0.0,0,0,1,0,0,0,0,0,0,0,2021
1242,Rodarius Williams,NYG,CB,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Dillon Stoner,LV,WR,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Innis Gaines,GB,S,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Vernon Scott,GB,S,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Bryan Edwards,LV,WR,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Justin Herbert,LAC,QB,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Doug Costin,JAX,DT,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Nick Harris,CLE,C,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Collin Johnson,NYG,WR,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Lil'Jordan Humphrey,NO,WR,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Patrick Taylor Jr.,GB,RB,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Corey Bojorquez,GB,P,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Jack Heflin,GB,DT,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,J.J. Taylor,NE,RB,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,BoPete Keyes,IND,CB,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Eric Banks,LAC,DE,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Miller Forristall,CLE,TE,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Devin Singletary,BUF,RB,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Dillon Radunz,TEN,OT,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Matt Cole,CAR,WR,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Hamilcar Rashed,NYJ,DE,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,James Wiggins,ARI,S,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Kenny Yeboah,NYJ,TE,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Blake Gillikin,NO,P,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Ian Thomas,CAR,TE,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Josh Jacobs,LV,RB,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,DK Metcalf,SEA,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Frank Darby,ATL,WR,10,0,1,1,0.0,0,0,0,0,0,0,0,1,0,0,2021
1242,Curtis Weaver,CLE,LB,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Kawaan Baker,NO,WR,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Antony Auclair,HOU,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,AJ Dillon,GB,RB,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Tre' McKitty,LAC,TE,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Dorian Etheridge,ATL,LB,7,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Pressley Harvin III,PIT,P,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Tristan Wirfs,TB,OT,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Shawn Davis,GB,S,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Michael Carter,NYJ,RB,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Hollywood Brown,BAL,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Creed Humphrey,KC,C,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Chuba Hubbard,CAR,RB,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Alex Leatherwood,LV,OT,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Tua Tagovailoa,MIA,QB,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Shaun Wade,NE,CB,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Josh Myers,GB,C,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Trey Smith,KC,G,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Eno Benjamin,ARI,RB,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Salvon Ahmed,MIA,RB,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Riley Patterson,DET,PK,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Gabe Davis,BUF,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,D.J. Montgomery,NYJ,WR,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Matt Gay,LAR,PK,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Brady Christensen,CAR,G,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Nico Collins,HOU,WR,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Cole Kmet,CHI,TE,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Dennis Daley,CAR,G,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Shi Smith,CAR,WR,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Alijah Vera-Tucker,NYJ,G,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Kylin Hill,GB,RB,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Antonio Gibson,WSH,RB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Zach Wilson,NYJ,QB,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Pat Freiermuth,PIT,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Javonte Williams,DEN,RB,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
